tarih,urun_kodu,urun_adi,satis_adedi,birim_fiyat,promosyon_var_mi,resmi_tatil_mi
2022-04-26,ZEYTY,Zeytinyağı 1L,467.0,220.88,0,0
2022-04-27,ZEYTY,Zeytinyağı 1L,467.0,219.52,0,0
2022-04-28,ZEYTY,Zeytinyağı 1L,467.0,220.24,0,0
2022-04-29,ZEYTY,Zeytinyağı 1L,467.0,221.22,0,0
2022-04-30,ZEYTY,Zeytinyağı 1L,308.0,219.5,0,0
2022-05-01,ZEYTY,Zeytinyağı 1L,145.0,213.72,0,1
2022-05-02,ZEYTY,Zeytinyağı 1L,274.0,218.31,1,1
2022-05-03,ZEYTY,Zeytinyağı 1L,134.0,225.75,0,1
2022-05-04,ZEYTY,Zeytinyağı 1L,127.0,223.99,0,1
2022-05-05,ZEYTY,Zeytinyağı 1L,126.0,215.03,0,1
2022-05-06,ZEYTY,Zeytinyağı 1L,355.0,215.11,0,0
2022-05-07,ZEYTY,Zeytinyağı 1L,235.0,222.16,0,0
2022-05-08,ZEYTY,Zeytinyağı 1L,189.0,224.18,0,0
2022-05-09,ZEYTY,Zeytinyağı 1L,382.0,221.41,1,0
2022-05-10,ZEYTY,Zeytinyağı 1L,416.0,218.87,1,0
2022-05-11,ZEYTY,Zeytinyağı 1L,322.0,221.87,0,0
2022-05-12,ZEYTY,Zeytinyağı 1L,301.0,224.94,0,0
2022-05-13,ZEYTY,Zeytinyağı 1L,320.0,222.22,0,0
2022-05-14,ZEYTY,Zeytinyağı 1L,209.0,212.01,0,0
2022-05-15,ZEYTY,Zeytinyağı 1L,246.0,218.59,0,0
2022-05-16,ZEYTY,Zeytinyağı 1L,286.0,221.35,0,0
2022-05-17,ZEYTY,Zeytinyağı 1L,367.0,218.77,0,0
2022-05-18,ZEYTY,Zeytinyağı 1L,308.0,219.95,0,0
2022-05-19,ZEYTY,Zeytinyağı 1L,134.0,221.69,0,1
2022-05-20,ZEYTY,Zeytinyağı 1L,329.0,217.59,0,0
2022-05-21,ZEYTY,Zeytinyağı 1L,239.0,218.22,0,0
2022-05-22,ZEYTY,Zeytinyağı 1L,234.0,220.48,0,0
2022-05-23,ZEYTY,Zeytinyağı 1L,295.0,216.47,0,0
2022-05-24,ZEYTY,Zeytinyağı 1L,314.0,224.03,0,0
2022-05-25,ZEYTY,Zeytinyağı 1L,308.0,221.2,0,0
2022-05-26,ZEYTY,Zeytinyağı 1L,301.0,223.97,0,0
2022-05-27,ZEYTY,Zeytinyağı 1L,453.0,219.48,1,0
2022-05-28,ZEYTY,Zeytinyağı 1L,216.0,225.31,0,0
2022-05-29,ZEYTY,Zeytinyağı 1L,312.0,228.85,1,0
2022-05-30,ZEYTY,Zeytinyağı 1L,325.0,215.69,0,0
2022-05-31,ZEYTY,Zeytinyağı 1L,441.0,218.67,1,0
2022-06-01,ZEYTY,Zeytinyağı 1L,399.5,220.24,0,0
2022-06-02,ZEYTY,Zeytinyağı 1L,358.0,216.47,0,0
2022-06-03,ZEYTY,Zeytinyağı 1L,359.5,215.46,0,0
2022-06-04,ZEYTY,Zeytinyağı 1L,361.0,222.25,1,0
2022-06-05,ZEYTY,Zeytinyağı 1L,250.0,219.15,0,0
2022-06-06,ZEYTY,Zeytinyağı 1L,354.0,225.51,0,0
2022-06-07,ZEYTY,Zeytinyağı 1L,303.0,219.46,0,0
2022-06-08,ZEYTY,Zeytinyağı 1L,325.0,211.16,0,0
2022-06-09,ZEYTY,Zeytinyağı 1L,302.0,226.18,0,0
2022-06-10,ZEYTY,Zeytinyağı 1L,307.0,224.14,0,0
2022-06-11,ZEYTY,Zeytinyağı 1L,251.0,221.58,0,0
2022-06-12,ZEYTY,Zeytinyağı 1L,240.0,218.27,0,0
2022-06-13,ZEYTY,Zeytinyağı 1L,351.0,219.42,0,0
2022-06-14,ZEYTY,Zeytinyağı 1L,333.0,222.36,0,0
2022-06-15,ZEYTY,Zeytinyağı 1L,467.0,228.29,1,0
2022-06-16,ZEYTY,Zeytinyağı 1L,330.0,218.4,0,0
2022-06-17,ZEYTY,Zeytinyağı 1L,334.0,221.19,0,0
2022-06-18,ZEYTY,Zeytinyağı 1L,244.0,232.79,0,0
2022-06-19,ZEYTY,Zeytinyağı 1L,467.0,212.64,0,0
2022-06-20,ZEYTY,Zeytinyağı 1L,323.0,213.17,0,0
2022-06-21,ZEYTY,Zeytinyağı 1L,309.0,212.99,0,0
2022-06-22,ZEYTY,Zeytinyağı 1L,342.0,215.13,0,0
2022-06-23,ZEYTY,Zeytinyağı 1L,340.0,221.95,0,0
2022-06-24,ZEYTY,Zeytinyağı 1L,295.0,221.55,0,0
2022-06-25,ZEYTY,Zeytinyağı 1L,274.0,224.36,0,0
2022-06-26,ZEYTY,Zeytinyağı 1L,229.0,223.97,0,0
2022-06-27,ZEYTY,Zeytinyağı 1L,123.0,215.87,0,0
2022-06-28,ZEYTY,Zeytinyağı 1L,361.0,224.3,0,0
2022-06-29,ZEYTY,Zeytinyağı 1L,353.0,223.52,0,0
2022-06-30,ZEYTY,Zeytinyağı 1L,346.0,225.58,0,0
2022-07-01,ZEYTY,Zeytinyağı 1L,337.0,219.57,0,0
2022-07-02,ZEYTY,Zeytinyağı 1L,238.0,218.79,0,0
2022-07-03,ZEYTY,Zeytinyağı 1L,269.0,224.11,0,0
2022-07-04,ZEYTY,Zeytinyağı 1L,345.0,216.87,0,0
2022-07-05,ZEYTY,Zeytinyağı 1L,352.0,229.37,0,0
2022-07-06,ZEYTY,Zeytinyağı 1L,327.5,226.55,0,0
2022-07-07,ZEYTY,Zeytinyağı 1L,303.0,228.7,0,0
2022-07-08,ZEYTY,Zeytinyağı 1L,332.0,216.8,0,0
2022-07-09,ZEYTY,Zeytinyağı 1L,123.0,213.41,0,1
2022-07-10,ZEYTY,Zeytinyağı 1L,123.0,228.57,0,1
2022-07-11,ZEYTY,Zeytinyağı 1L,132.0,221.53,0,1
2022-07-12,ZEYTY,Zeytinyağı 1L,134.0,223.49,0,1
2022-07-13,ZEYTY,Zeytinyağı 1L,328.0,225.82,0,0
2022-07-14,ZEYTY,Zeytinyağı 1L,344.0,227.61,0,0
2022-07-15,ZEYTY,Zeytinyağı 1L,368.0,220.75,0,0
2022-07-16,ZEYTY,Zeytinyağı 1L,236.0,217.46,0,0
2022-07-17,ZEYTY,Zeytinyağı 1L,224.0,227.93,0,0
2022-07-18,ZEYTY,Zeytinyağı 1L,347.0,225.05,0,0
2022-07-19,ZEYTY,Zeytinyağı 1L,330.0,219.89,0,0
2022-07-20,ZEYTY,Zeytinyağı 1L,318.0,223.11,0,0
2022-07-21,ZEYTY,Zeytinyağı 1L,312.0,234.18,0,0
2022-07-22,ZEYTY,Zeytinyağı 1L,322.0,228.45,0,0
2022-07-23,ZEYTY,Zeytinyağı 1L,239.0,219.15,0,0
2022-07-24,ZEYTY,Zeytinyağı 1L,255.0,226.99,0,0
2022-07-25,ZEYTY,Zeytinyağı 1L,411.0,231.16,0,0
2022-07-26,ZEYTY,Zeytinyağı 1L,315.0,225.35,0,0
2022-07-27,ZEYTY,Zeytinyağı 1L,439.0,226.32,1,0
2022-07-28,ZEYTY,Zeytinyağı 1L,298.0,228.52,0,0
2022-07-29,ZEYTY,Zeytinyağı 1L,355.0,235.06,0,0
2022-07-30,ZEYTY,Zeytinyağı 1L,224.0,216.94,0,0
2022-07-31,ZEYTY,Zeytinyağı 1L,260.0,228.23,0,0
2022-08-01,ZEYTY,Zeytinyağı 1L,351.0,218.92,0,0
2022-08-02,ZEYTY,Zeytinyağı 1L,330.0,215.95,0,0
2022-08-03,ZEYTY,Zeytinyağı 1L,318.0,229.77,0,0
2022-08-04,ZEYTY,Zeytinyağı 1L,336.0,218.07,0,0
2022-08-05,ZEYTY,Zeytinyağı 1L,349.0,222.19,0,0
2022-08-06,ZEYTY,Zeytinyağı 1L,223.0,221.0,0,0
2022-08-07,ZEYTY,Zeytinyağı 1L,241.0,215.95,0,0
2022-08-08,ZEYTY,Zeytinyağı 1L,301.0,224.4,0,0
2022-08-09,ZEYTY,Zeytinyağı 1L,360.0,226.06,0,0
2022-08-10,ZEYTY,Zeytinyağı 1L,340.0,224.29,0,0
2022-08-11,ZEYTY,Zeytinyağı 1L,300.0,226.56,0,0
2022-08-12,ZEYTY,Zeytinyağı 1L,320.0,234.67,0,0
2022-08-13,ZEYTY,Zeytinyağı 1L,252.0,228.42,0,0
2022-08-14,ZEYTY,Zeytinyağı 1L,249.0,224.9,0,0
2022-08-15,ZEYTY,Zeytinyağı 1L,295.0,226.71,0,0
2022-08-16,ZEYTY,Zeytinyağı 1L,316.0,224.17,0,0
2022-08-17,ZEYTY,Zeytinyağı 1L,298.0,223.66,0,0
2022-08-18,ZEYTY,Zeytinyağı 1L,375.0,230.9,0,0
2022-08-19,ZEYTY,Zeytinyağı 1L,366.0,230.3,0,0
2022-08-20,ZEYTY,Zeytinyağı 1L,225.0,224.39,0,0
2022-08-21,ZEYTY,Zeytinyağı 1L,250.0,222.5,0,0
2022-08-22,ZEYTY,Zeytinyağı 1L,330.0,227.11,0,0
2022-08-23,ZEYTY,Zeytinyağı 1L,463.0,232.01,1,0
2022-08-24,ZEYTY,Zeytinyağı 1L,314.0,222.43,0,0
2022-08-25,ZEYTY,Zeytinyağı 1L,360.0,229.38,0,0
2022-08-26,ZEYTY,Zeytinyağı 1L,467.0,228.86,0,0
2022-08-27,ZEYTY,Zeytinyağı 1L,467.0,233.84,0,0
2022-08-28,ZEYTY,Zeytinyağı 1L,213.0,222.7,0,0
2022-08-29,ZEYTY,Zeytinyağı 1L,353.0,224.81,0,0
2022-08-30,ZEYTY,Zeytinyağı 1L,137.0,234.92,0,1
2022-08-31,ZEYTY,Zeytinyağı 1L,326.0,232.01,0,0
2022-09-01,ZEYTY,Zeytinyağı 1L,338.0,229.6,0,0
2022-09-02,ZEYTY,Zeytinyağı 1L,306.0,217.86,0,0
2022-09-03,ZEYTY,Zeytinyağı 1L,231.0,231.23,0,0
2022-09-04,ZEYTY,Zeytinyağı 1L,182.0,221.55,0,0
2022-09-05,ZEYTY,Zeytinyağı 1L,315.0,225.39,0,0
2022-09-06,ZEYTY,Zeytinyağı 1L,320.0,223.11,0,0
2022-09-07,ZEYTY,Zeytinyağı 1L,334.0,229.49,0,0
2022-09-08,ZEYTY,Zeytinyağı 1L,283.0,216.55,0,0
2022-09-09,ZEYTY,Zeytinyağı 1L,331.0,225.94,0,0
2022-09-10,ZEYTY,Zeytinyağı 1L,235.0,229.62,0,0
2022-09-11,ZEYTY,Zeytinyağı 1L,220.0,225.72,0,0
2022-09-12,ZEYTY,Zeytinyağı 1L,336.0,224.22,0,0
2022-09-13,ZEYTY,Zeytinyağı 1L,338.0,223.42,0,0
2022-09-14,ZEYTY,Zeytinyağı 1L,316.0,228.62,0,0
2022-09-15,ZEYTY,Zeytinyağı 1L,282.0,224.75,0,0
2022-09-16,ZEYTY,Zeytinyağı 1L,308.0,224.86,0,0
2022-09-17,ZEYTY,Zeytinyağı 1L,301.0,217.08,1,0
2022-09-18,ZEYTY,Zeytinyağı 1L,237.0,232.16,0,0
2022-09-19,ZEYTY,Zeytinyağı 1L,318.0,225.76,0,0
2022-09-20,ZEYTY,Zeytinyağı 1L,321.0,225.55,0,0
2022-09-21,ZEYTY,Zeytinyağı 1L,341.0,235.19,0,0
2022-09-22,ZEYTY,Zeytinyağı 1L,304.0,230.6,0,0
2022-09-23,ZEYTY,Zeytinyağı 1L,274.0,231.72,0,0
2022-09-24,ZEYTY,Zeytinyağı 1L,237.0,227.21,0,0
2022-09-25,ZEYTY,Zeytinyağı 1L,238.0,231.82,0,0
2022-09-26,ZEYTY,Zeytinyağı 1L,312.0,229.85,0,0
2022-09-27,ZEYTY,Zeytinyağı 1L,293.0,231.03,0,0
2022-09-28,ZEYTY,Zeytinyağı 1L,318.0,224.78,0,0
2022-09-29,ZEYTY,Zeytinyağı 1L,271.0,229.5,0,0
2022-09-30,ZEYTY,Zeytinyağı 1L,336.0,230.86,0,0
2022-10-01,ZEYTY,Zeytinyağı 1L,269.0,228.49,0,0
2022-10-02,ZEYTY,Zeytinyağı 1L,220.0,225.79,0,0
2022-10-03,ZEYTY,Zeytinyağı 1L,315.0,227.18,0,0
2022-10-04,ZEYTY,Zeytinyağı 1L,281.0,227.55,0,0
2022-10-05,ZEYTY,Zeytinyağı 1L,314.0,226.62,0,0
2022-10-06,ZEYTY,Zeytinyağı 1L,373.0,234.83,0,0
2022-10-07,ZEYTY,Zeytinyağı 1L,401.0,235.39,1,0
2022-10-08,ZEYTY,Zeytinyağı 1L,224.0,226.14,0,0
2022-10-09,ZEYTY,Zeytinyağı 1L,223.0,237.59,0,0
2022-10-10,ZEYTY,Zeytinyağı 1L,411.0,223.38,1,0
2022-10-11,ZEYTY,Zeytinyağı 1L,334.0,233.01,0,0
2022-10-12,ZEYTY,Zeytinyağı 1L,334.0,228.69,0,0
2022-10-13,ZEYTY,Zeytinyağı 1L,320.0,219.23,0,0
2022-10-14,ZEYTY,Zeytinyağı 1L,296.0,233.7,0,0
2022-10-15,ZEYTY,Zeytinyağı 1L,260.0,225.97,1,0
2022-10-16,ZEYTY,Zeytinyağı 1L,213.0,237.19,0,0
2022-10-17,ZEYTY,Zeytinyağı 1L,332.0,231.06,0,0
2022-10-18,ZEYTY,Zeytinyağı 1L,313.0,236.98,0,0
2022-10-19,ZEYTY,Zeytinyağı 1L,321.0,227.61,0,0
2022-10-20,ZEYTY,Zeytinyağı 1L,313.0,236.07,0,0
2022-10-21,ZEYTY,Zeytinyağı 1L,278.0,225.83,0,0
2022-10-22,ZEYTY,Zeytinyağı 1L,242.0,224.67,0,0
2022-10-23,ZEYTY,Zeytinyağı 1L,215.0,228.89,0,0
2022-10-24,ZEYTY,Zeytinyağı 1L,319.0,227.14,0,0
2022-10-25,ZEYTY,Zeytinyağı 1L,310.0,229.4,0,0
2022-10-26,ZEYTY,Zeytinyağı 1L,356.0,236.8,0,0
2022-10-27,ZEYTY,Zeytinyağı 1L,325.0,223.22,0,0
2022-10-28,ZEYTY,Zeytinyağı 1L,311.0,227.13,0,0
2022-10-29,ZEYTY,Zeytinyağı 1L,123.0,232.21,0,1
2022-10-30,ZEYTY,Zeytinyağı 1L,239.0,231.91,0,0
2022-10-31,ZEYTY,Zeytinyağı 1L,301.0,232.28,0,0
2022-11-01,ZEYTY,Zeytinyağı 1L,281.0,228.08,0,0
2022-11-02,ZEYTY,Zeytinyağı 1L,367.0,227.11,0,0
2022-11-03,ZEYTY,Zeytinyağı 1L,287.0,227.47,0,0
2022-11-04,ZEYTY,Zeytinyağı 1L,314.0,232.67,0,0
2022-11-05,ZEYTY,Zeytinyağı 1L,252.0,230.36,0,0
2022-11-06,ZEYTY,Zeytinyağı 1L,217.0,233.87,0,0
2022-11-07,ZEYTY,Zeytinyağı 1L,263.0,229.44,1,0
2022-11-08,ZEYTY,Zeytinyağı 1L,309.0,235.52,0,0
2022-11-09,ZEYTY,Zeytinyağı 1L,427.0,223.24,1,0
2022-11-10,ZEYTY,Zeytinyağı 1L,373.0,224.49,0,0
2022-11-11,ZEYTY,Zeytinyağı 1L,313.0,227.2,0,0
2022-11-12,ZEYTY,Zeytinyağı 1L,221.0,232.94,0,0
2022-11-13,ZEYTY,Zeytinyağı 1L,234.0,230.47,0,0
2022-11-14,ZEYTY,Zeytinyağı 1L,337.0,238.96,0,0
2022-11-15,ZEYTY,Zeytinyağı 1L,291.0,238.81,0,0
2022-11-16,ZEYTY,Zeytinyağı 1L,321.0,233.5,0,0
2022-11-17,ZEYTY,Zeytinyağı 1L,352.0,233.72,0,0
2022-11-18,ZEYTY,Zeytinyağı 1L,307.0,231.14,0,0
2022-11-19,ZEYTY,Zeytinyağı 1L,194.0,234.71,0,0
2022-11-20,ZEYTY,Zeytinyağı 1L,224.0,231.2,0,0
2022-11-21,ZEYTY,Zeytinyağı 1L,344.0,228.09,0,0
2022-11-22,ZEYTY,Zeytinyağı 1L,314.0,227.5,0,0
2022-11-23,ZEYTY,Zeytinyağı 1L,352.0,233.87,0,0
2022-11-24,ZEYTY,Zeytinyağı 1L,467.0,232.53,0,0
2022-11-25,ZEYTY,Zeytinyağı 1L,320.0,235.91,0,0
2022-11-26,ZEYTY,Zeytinyağı 1L,201.0,227.64,0,0
2022-11-27,ZEYTY,Zeytinyağı 1L,217.0,233.28,0,0
2022-11-28,ZEYTY,Zeytinyağı 1L,336.0,237.13,0,0
2022-11-29,ZEYTY,Zeytinyağı 1L,288.0,232.06,0,0
2022-11-30,ZEYTY,Zeytinyağı 1L,291.0,235.37,0,0
2022-12-01,ZEYTY,Zeytinyağı 1L,292.0,229.52,0,0
2022-12-02,ZEYTY,Zeytinyağı 1L,347.0,232.48,0,0
2022-12-03,ZEYTY,Zeytinyağı 1L,219.0,233.17,0,0
2022-12-04,ZEYTY,Zeytinyağı 1L,237.0,226.15,0,0
2022-12-05,ZEYTY,Zeytinyağı 1L,320.0,229.69,0,0
2022-12-06,ZEYTY,Zeytinyağı 1L,339.0,231.75,0,0
2022-12-07,ZEYTY,Zeytinyağı 1L,316.0,232.74,0,0
2022-12-08,ZEYTY,Zeytinyağı 1L,371.0,235.81,0,0
2022-12-09,ZEYTY,Zeytinyağı 1L,315.0,237.76,0,0
2022-12-10,ZEYTY,Zeytinyağı 1L,217.0,233.7,0,0
2022-12-11,ZEYTY,Zeytinyağı 1L,217.0,229.31,0,0
2022-12-12,ZEYTY,Zeytinyağı 1L,451.0,230.21,1,0
2022-12-13,ZEYTY,Zeytinyağı 1L,401.6666666666667,228.88,0,0
2022-12-14,ZEYTY,Zeytinyağı 1L,352.3333333333333,237.48,0,0
2022-12-15,ZEYTY,Zeytinyağı 1L,303.0,234.03,0,0
2022-12-16,ZEYTY,Zeytinyağı 1L,345.0,235.36,0,0
2022-12-17,ZEYTY,Zeytinyağı 1L,269.0,230.87,1,0
2022-12-18,ZEYTY,Zeytinyağı 1L,284.0,237.53,0,0
2022-12-19,ZEYTY,Zeytinyağı 1L,299.0,229.05,0,0
2022-12-20,ZEYTY,Zeytinyağı 1L,299.0,230.34,0,0
2022-12-21,ZEYTY,Zeytinyağı 1L,311.0,232.92,0,0
2022-12-22,ZEYTY,Zeytinyağı 1L,298.0,231.46,0,0
2022-12-23,ZEYTY,Zeytinyağı 1L,434.0,233.51,1,0
2022-12-24,ZEYTY,Zeytinyağı 1L,248.0,233.16,0,0
2022-12-25,ZEYTY,Zeytinyağı 1L,198.0,237.1,0,0
2022-12-26,ZEYTY,Zeytinyağı 1L,333.0,237.25,0,0
2022-12-27,ZEYTY,Zeytinyağı 1L,280.0,232.81,0,0
2022-12-28,ZEYTY,Zeytinyağı 1L,317.0,234.96,0,0
2022-12-29,ZEYTY,Zeytinyağı 1L,281.0,229.72,0,0
2022-12-30,ZEYTY,Zeytinyağı 1L,421.0,234.65,1,0
2022-12-31,ZEYTY,Zeytinyağı 1L,225.0,233.17,0,0
2023-01-01,ZEYTY,Zeytinyağı 1L,123.0,230.01,0,1
2023-01-02,ZEYTY,Zeytinyağı 1L,309.0,237.78,0,0
2023-01-03,ZEYTY,Zeytinyağı 1L,306.0,227.47,0,0
2023-01-04,ZEYTY,Zeytinyağı 1L,324.0,230.37,0,0
2023-01-05,ZEYTY,Zeytinyağı 1L,275.0,236.98,0,0
2023-01-06,ZEYTY,Zeytinyağı 1L,289.0,239.12,0,0
2023-01-07,ZEYTY,Zeytinyağı 1L,226.0,242.96,0,0
2023-01-08,ZEYTY,Zeytinyağı 1L,206.0,229.81,0,0
2023-01-09,ZEYTY,Zeytinyağı 1L,308.0,237.39,0,0
2023-01-10,ZEYTY,Zeytinyağı 1L,359.0,235.37,0,0
2023-01-11,ZEYTY,Zeytinyağı 1L,319.0,232.59,0,0
2023-01-12,ZEYTY,Zeytinyağı 1L,325.0,242.66,0,0
2023-01-13,ZEYTY,Zeytinyağı 1L,330.0,228.44,0,0
2023-01-14,ZEYTY,Zeytinyağı 1L,252.0,230.61,0,0
2023-01-15,ZEYTY,Zeytinyağı 1L,281.0,232.28,0,0
2023-01-16,ZEYTY,Zeytinyağı 1L,297.0,243.17,0,0
2023-01-17,ZEYTY,Zeytinyağı 1L,337.0,236.4,0,0
2023-01-18,ZEYTY,Zeytinyağı 1L,329.0,240.08,0,0
2023-01-19,ZEYTY,Zeytinyağı 1L,315.0,242.36,0,0
2023-01-20,ZEYTY,Zeytinyağı 1L,309.0,234.78,0,0
2023-01-21,ZEYTY,Zeytinyağı 1L,234.0,240.64,0,0
2023-01-22,ZEYTY,Zeytinyağı 1L,241.0,238.03,0,0
2023-01-23,ZEYTY,Zeytinyağı 1L,326.0,227.01,0,0
2023-01-24,ZEYTY,Zeytinyağı 1L,360.0,237.82,0,0
2023-01-25,ZEYTY,Zeytinyağı 1L,467.0,229.62,1,0
2023-01-26,ZEYTY,Zeytinyağı 1L,330.0,237.28,0,0
2023-01-27,ZEYTY,Zeytinyağı 1L,332.0,244.94,0,0
2023-01-28,ZEYTY,Zeytinyağı 1L,231.0,238.96,0,0
2023-01-29,ZEYTY,Zeytinyağı 1L,226.0,234.84,0,0
2023-01-30,ZEYTY,Zeytinyağı 1L,317.0,233.81,0,0
2023-01-31,ZEYTY,Zeytinyağı 1L,329.0,226.19,0,0
2023-02-01,ZEYTY,Zeytinyağı 1L,309.0,236.76,0,0
2023-02-02,ZEYTY,Zeytinyağı 1L,281.0,238.45,0,0
2023-02-03,ZEYTY,Zeytinyağı 1L,315.0,246.64,0,0
2023-02-04,ZEYTY,Zeytinyağı 1L,283.0,236.85,1,0
2023-02-05,ZEYTY,Zeytinyağı 1L,252.0,237.73,0,0
2023-02-06,ZEYTY,Zeytinyağı 1L,340.0,242.61,0,0
2023-02-07,ZEYTY,Zeytinyağı 1L,309.0,240.35,0,0
2023-02-08,ZEYTY,Zeytinyağı 1L,313.0,230.93,0,0
2023-02-09,ZEYTY,Zeytinyağı 1L,344.0,236.77,0,0
2023-02-10,ZEYTY,Zeytinyağı 1L,359.0,239.43,0,0
2023-02-11,ZEYTY,Zeytinyağı 1L,219.0,243.73,0,0
2023-02-12,ZEYTY,Zeytinyağı 1L,252.0,229.55,0,0
2023-02-13,ZEYTY,Zeytinyağı 1L,283.0,244.64,0,0
2023-02-14,ZEYTY,Zeytinyağı 1L,328.0,245.43,0,0
2023-02-15,ZEYTY,Zeytinyağı 1L,359.0,239.07,0,0
2023-02-16,ZEYTY,Zeytinyağı 1L,451.0,244.79,1,0
2023-02-17,ZEYTY,Zeytinyağı 1L,334.0,240.7,0,0
2023-02-18,ZEYTY,Zeytinyağı 1L,226.0,236.61,0,0
2023-02-19,ZEYTY,Zeytinyağı 1L,221.0,234.28,0,0
2023-02-20,ZEYTY,Zeytinyağı 1L,302.0,236.9,0,0
2023-02-21,ZEYTY,Zeytinyağı 1L,310.0,239.37,0,0
2023-02-22,ZEYTY,Zeytinyağı 1L,315.5,241.19,0,0
2023-02-23,ZEYTY,Zeytinyağı 1L,321.0,238.32,0,0
2023-02-24,ZEYTY,Zeytinyağı 1L,314.0,237.44,0,0
2023-02-25,ZEYTY,Zeytinyağı 1L,234.0,231.42,0,0
2023-02-26,ZEYTY,Zeytinyağı 1L,236.0,242.16,0,0
2023-02-27,ZEYTY,Zeytinyağı 1L,323.0,244.1,0,0
2023-02-28,ZEYTY,Zeytinyağı 1L,322.0,241.49,0,0
2023-03-01,ZEYTY,Zeytinyağı 1L,278.0,242.56,0,0
2023-03-02,ZEYTY,Zeytinyağı 1L,358.0,235.07,0,0
2023-03-03,ZEYTY,Zeytinyağı 1L,314.0,227.63,0,0
2023-03-04,ZEYTY,Zeytinyağı 1L,225.0,245.1,0,0
2023-03-05,ZEYTY,Zeytinyağı 1L,229.0,237.61,0,0
2023-03-06,ZEYTY,Zeytinyağı 1L,319.0,237.93,0,0
2023-03-07,ZEYTY,Zeytinyağı 1L,346.0,236.41,0,0
2023-03-08,ZEYTY,Zeytinyağı 1L,315.0,246.58,0,0
2023-03-09,ZEYTY,Zeytinyağı 1L,305.0,233.18,0,0
2023-03-10,ZEYTY,Zeytinyağı 1L,331.0,239.01,0,0
2023-03-11,ZEYTY,Zeytinyağı 1L,213.0,235.13,0,0
2023-03-12,ZEYTY,Zeytinyağı 1L,244.0,242.48,0,0
2023-03-13,ZEYTY,Zeytinyağı 1L,284.0,237.12,0,0
2023-03-14,ZEYTY,Zeytinyağı 1L,338.0,255.95,0,0
2023-03-15,ZEYTY,Zeytinyağı 1L,340.0,238.96,0,0
2023-03-16,ZEYTY,Zeytinyağı 1L,340.0,239.71,0,0
2023-03-17,ZEYTY,Zeytinyağı 1L,320.0,241.14,0,0
2023-03-18,ZEYTY,Zeytinyağı 1L,201.0,239.9,0,0
2023-03-19,ZEYTY,Zeytinyağı 1L,210.0,249.84,0,0
2023-03-20,ZEYTY,Zeytinyağı 1L,313.0,234.04,0,0
2023-03-21,ZEYTY,Zeytinyağı 1L,317.0,236.03,0,0
2023-03-22,ZEYTY,Zeytinyağı 1L,343.0,244.03,0,0
2023-03-23,ZEYTY,Zeytinyağı 1L,310.0,244.72,0,0
2023-03-24,ZEYTY,Zeytinyağı 1L,329.0,241.1,0,0
2023-03-25,ZEYTY,Zeytinyağı 1L,238.0,237.54,0,0
2023-03-26,ZEYTY,Zeytinyağı 1L,264.0,233.98,0,0
2023-03-27,ZEYTY,Zeytinyağı 1L,313.0,239.12,0,0
2023-03-28,ZEYTY,Zeytinyağı 1L,302.0,237.43,0,0
2023-03-29,ZEYTY,Zeytinyağı 1L,342.0,252.18,0,0
2023-03-30,ZEYTY,Zeytinyağı 1L,356.0,233.8,0,0
2023-03-31,ZEYTY,Zeytinyağı 1L,311.0,247.1,0,0
2023-04-01,ZEYTY,Zeytinyağı 1L,227.0,242.89,0,0
2023-04-02,ZEYTY,Zeytinyağı 1L,213.0,251.01,0,0
2023-04-03,ZEYTY,Zeytinyağı 1L,307.0,242.26,0,0
2023-04-04,ZEYTY,Zeytinyağı 1L,374.0,234.7,0,0
2023-04-05,ZEYTY,Zeytinyağı 1L,324.0,235.98,0,0
2023-04-06,ZEYTY,Zeytinyağı 1L,416.0,233.34,1,0
2023-04-07,ZEYTY,Zeytinyağı 1L,297.0,243.87,0,0
2023-04-08,ZEYTY,Zeytinyağı 1L,222.0,244.74,0,0
2023-04-09,ZEYTY,Zeytinyağı 1L,252.0,247.58,0,0
2023-04-10,ZEYTY,Zeytinyağı 1L,320.0,239.19,0,0
2023-04-11,ZEYTY,Zeytinyağı 1L,467.0,242.99,1,0
2023-04-12,ZEYTY,Zeytinyağı 1L,467.0,242.24,0,0
2023-04-13,ZEYTY,Zeytinyağı 1L,467.0,241.06,0,0
2023-04-14,ZEYTY,Zeytinyağı 1L,467.0,248.6,0,0
2023-04-15,ZEYTY,Zeytinyağı 1L,373.0,245.78,0,0
2023-04-16,ZEYTY,Zeytinyağı 1L,361.0,241.7,0,0
2023-04-17,ZEYTY,Zeytinyağı 1L,467.0,237.25,0,0
2023-04-18,ZEYTY,Zeytinyağı 1L,467.0,229.09,0,0
2023-04-19,ZEYTY,Zeytinyağı 1L,440.0,248.19,0,0
2023-04-20,ZEYTY,Zeytinyağı 1L,467.0,244.67,0,0
2023-04-21,ZEYTY,Zeytinyağı 1L,212.0,241.0,0,1
2023-04-22,ZEYTY,Zeytinyağı 1L,123.0,243.83,0,1
2023-04-23,ZEYTY,Zeytinyağı 1L,123.0,238.19,0,1
2023-04-24,ZEYTY,Zeytinyağı 1L,145.0,245.18,0,1
2023-04-25,ZEYTY,Zeytinyağı 1L,310.0,251.25,0,0
2023-04-26,ZEYTY,Zeytinyağı 1L,431.0,255.31,1,0
